date,total_patient_admissions,emergency_cases,icu_admissions,opd_visits,respiratory_cases,cardiac_cases,infectious_disease_cases,accident_cases,bed_occupancy_rate,icu_occupancy_rate,mobility_index,pm25,rainfall_mm,temperature_celsius,mobility_lag_3,mobility_lag_5,pm25_lag_2,rainfall_lag_4,temperature_lag_1,dengue_cases,malaria_cases,influenza_cases,viral_fever_cases,diarrhea_cases,pneumonia_cases,oxygen_cylinders_used,ventilators_used,n95_masks_used,gloves_used,syringes_used,paracetamol_units,antibiotics_units,iv_fluids_units,doctors_available,nurses_available,technicians_available,absenteeism_rate,surge_staff_required,ambulance_calls,road_accidents,fire_incidents,poisoning_cases,trauma_cases,temperature,humidity,heatwave_flag,dew_point,wind_speed,ventilators_available,ventilators_in_use,ambulances_available,ambulances_dispatched,ot_surgeries_scheduled,ot_surgeries_completed,blood_units_available,blood_units_used,pharmacy_stockout_flag,google_trends_fever,google_trends_cough,google_trends_breathlessness,health_helpline_calls,pharmacy_sales_flu_drugs
2025-11-27 21:04:31.928,1578.9148777366936,224.7660782969418,82.29943485969858,8300.182319278316,168.5434266105943,37.06055115504553,203.92609322132697,140.4148672791064,0.5544520678072644,0.28313231600267147,1.0094971442510403,11.631318474014114,9.590163933171999,18.165153913187478,1.2057647844260737,1.6125670435326023,50.59760935579404,18.35126334506497,26.617817654548226,51.293278373425984,77.37981667007799,166.1712922396622,138.80977749248177,12.924448384560572,92.7142008328562,110.09286419317137,3.8061399829272924,4197.125897790374,3455.101646826552,4632.008620092303,231.20000000000002,1614.107973412851,1473.1843700073807,36.90969701036877,37.03480349538591,17.794692594172098,0.0521937852798147,2.4359129676632163,26.400000000000002,53.550071439322615,10.728926223690314,3.4724258453248606,8.8,22.51343092435142,62.31025359856112,0.0,6.377428006141991,37.386882825272416,158.13044430540697,68.8100344693132,411.41463489877015,261.7178334201965,12.348229282779945,51.20695814743296,1367.3663038666107,768.7308818635701,0.0,72.57193447737457,23.714122038850448,38.019936360678884,200.5267930799977,77.05169774813855
2025-11-28 21:04:31.928,944.3401401949365,676.8838334392074,70.2114236911414,134.4,7.2,193.71079731929197,55.035730726484594,100.7686774595121,0.6928960674768678,0.45750388443866796,1.1055896374766816,111.39721403642599,0.0,19.67341783231644,1.185746335345223,1.2681687551907521,159.71150050134136,8.775714372168627,21.60442621877873,158.4407821541916,115.53736875998854,78.73957903255038,29.688259808273596,43.946770616106406,32.85717486155394,103.05490797303723,0.0,276.04695037003694,5962.839676644398,2307.0568609897027,3041.16628444068,1866.6482875896409,739.8328660613173,19.630030694961047,4.0,18.26162253334178,0.08810230296892721,1.0668285636835417,296.62237659720574,34.91044085888685,1.7551177529895254,6.672698322805168,8.8,27.007434133454367,78.42510957655435,0.0,28.12551263749358,24.529410652914937,66.3581936535486,31.284283262224555,127.28768859290581,125.01549865339064,105.66160573414425,68.16688566406208,1030.0665770180153,460.0510159109932,0.0004629808532736873,42.694131646150836,57.655010644853874,60.061363140741236,218.93331711826593,516.0681072333555
2025-11-29 21:04:31.928,48.0,369.56870153992844,129.77032162945272,5033.236890513807,245.90961140747902,15.6310302380528,24.935438336055586,108.0975472463652,0.7881570116636835,0.23602584427055942,1.3236013437434844,139.3921017340094,0.0,15.192691944411674,0.9606844571722362,1.6104068289665099,87.39876782697513,2.8956260666567815,20.929336537166556,7.545824754843728,65.42236505308269,5.6000000000000005,106.4331593487083,80.94805415882789,1.6,94.32684038123058,5.065299517616777,153.60000000000002,2018.4279841197244,1462.4968533565504,3787.631568502294,1241.3727895530897,873.1631925284856,40.28177444769783,100.55978797611526,4.62634704624598,0.07062736776905447,0.0,189.7828177282749,117.0302471886571,6.142202766615711,9.64640177659368,30.200731337262262,8.526559955806771,44.258618104661586,0.006550388116136408,9.02338474935536,14.757342617166408,108.34790132735442,1.6,79.08951816510812,412.3937555351717,38.02469912853558,115.82812353366657,420.8992176605731,368.63954261534366,0.03860777718263638,28.660002124103478,53.535250241695486,61.77850009635573,393.0459523583369,21.6
2025-11-30 21:04:31.928,795.8109267801569,14.4,22.061720456899707,2991.329523522746,119.72392503161777,277.3795589935278,11.502274414448074,77.61882359292909,0.8539722618954162,0.20617076303583085,1.3068100228339017,38.823022442988886,3.0261229297818764,17.045624361132127,1.2453948014773883,1.4669785410155034,8.0,2.306912816397827,19.86810421887477,68.9594669733956,21.35148345717208,5.6000000000000005,130.8748993032466,121.92376746822353,41.76304146436856,6.4,11.347281302763369,1393.1792314676381,2670.7135550153444,5397.110449155475,953.2158967589128,1411.2812263844203,115.2,16.01250036104442,39.94553061442222,1.6,0.056094519792625225,0.0,399.31560670384073,54.386269680391884,1.9670370972711155,2.2325775561267815,8.8,23.873659254223966,36.12872017487615,0.019184649360735256,22.03602344514265,16.82781640495118,59.82863900681199,1.6,236.61029757332045,190.24494891186148,80.51888708263351,40.447404670484126,396.47559155412216,376.81627794768286,0.0,39.63010667402871,59.031803023094994,33.58178956533371,184.01369724978423,491.67660082544114
2025-12-01 21:04:31.928,609.0590255344919,258.9672130137906,33.608457261966784,2840.195480629288,187.6222285901469,115.40032961017222,4.800000000000001,66.26527788859819,1.061016312564426,0.34786366477832126,1.1393729643378856,57.21086191477549,0.0,28.61092301076142,1.3155648944263534,1.3985982841725864,100.52373202771774,0.8209385617618564,34.79039732055815,4.0,21.056050474296786,32.98634260715074,55.69801292267593,85.29740712525235,11.261551023012265,11.095309976283405,13.228387644911566,446.1361476692483,2314.1977493532,1945.60761399949,1479.4961640141776,636.3593999866725,1280.6502547895982,2.4000000000000004,67.81587712796204,3.478241398017126,0.05115651331587853,2.7039558125485943,26.400000000000002,39.35917910627687,3.4373217464174837,9.127566435764232,179.19636811499916,16.70683020891817,76.60626583949079,0.019181381377490682,14.072455583732385,29.899747115662077,36.43407827990954,1.6,393.6626238748909,8.888445324492041,116.3199138458571,20.801299765702232,450.433792061244,703.363525547365,0.0,39.260341411868765,67.12517022122765,80.32408595132469,122.27108249307763,21.6
2025-12-02 21:04:31.928,934.5097901905303,579.4339438146309,49.35753382773244,2139.0200078025714,7.2,183.5261620251808,154.58611373880368,71.70985168829573,0.8348430225201144,0.540433811549517,1.5970931699792204,133.8202668781279,4.37985500370549,24.43376585038653,1.2339748010711513,1.354109186107096,70.21319373948066,2.750828172562015,26.31536665480369,74.58073202173043,68.94453156073973,174.08262699509453,193.4768576943517,100.21675006946187,61.82825136842526,103.42179849533584,16.87123978907059,153.60000000000002,2495.026878428313,2146.596072099911,2624.071719814229,1701.0036188030515,115.2,19.356756851778908,23.955882133157637,7.270804892366809,0.024,0.35486968551142106,630.592545132689,131.74992038031715,0.0,3.5017403725138463,155.55150972307274,39.86785704444442,37.74347726080987,0.0,21.192341932829795,21.068840038947084,85.57906340323572,100.49155582066817,230.46968406786084,181.88623051854591,4.520836852172372,5.261337303646705,1029.5620679077463,39.2,0.0,77.46206807309339,49.8280077325463,36.09489518108653,151.1982531302055,356.16479578699136
2025-12-03 21:04:31.928,3027.3422409616337,131.8781561670287,2.4000000000000004,4409.846655728726,112.05816255374378,72.19902387934117,164.52167537887982,48.64177902600762,0.9468488657283345,0.4536827130280875,1.3535406106268417,189.76942180411544,0.0,32.52522338777059,1.5952754507628961,1.3469029314304306,183.88711319418994,0.0,15.161227987020263,119.27138246468687,101.49549521752871,86.03200384439478,185.08227413211023,58.56662131022159,73.02318213040668,153.82366521347143,15.113662209357694,2336.5429039047376,241.20744791485544,4946.620554167188,1133.9506996820785,2175.61124711764,1214.7166591180237,41.81844783934966,17.652674605814767,5.344122230717511,0.11694113266300833,3.097243551137312,54.681357781871505,34.34608929182004,5.963269727474661,20.54041116503416,245.8073437444745,28.09951477365709,68.07660036925915,0.007516020071999658,10.633099562417465,34.52132204337219,104.47954077252065,57.706344423076494,26.400000000000002,96.07752096558512,126.25626333496075,113.58861739586276,700.9165293519928,1599.032599804171,0.04374046699998815,52.578277008729515,46.0043291782268,83.33735343691853,91.69758019352223,613.6771716101244
2025-12-04 21:04:31.928,48.0,417.9901130649302,188.18310109881494,2083.155175747592,7.2,81.88332985713566,201.13367525839521,3.2,0.8796584870958106,0.3978593618392902,1.1956967864191699,50.789536500812396,6.513818634886658,18.596749758557127,1.2828066453855578,1.2802058285032945,129.77058880958563,0.0,18.738351045605267,17.952928977250373,2.4000000000000004,5.6000000000000005,14.640969347507141,67.87312576362376,1.6,6.4,10.84578912124988,3607.850294619271,3212.8578669229278,1905.1017681972476,2025.3629810738812,1768.9377499094808,1621.6886262606718,8.934047755674598,59.38364817724563,1.6,0.09040148941497263,2.69268447117663,651.9575117032821,114.52588127479424,4.069580255340343,12.576288759606884,81.03078308486846,27.455330143705257,57.33409259855027,0.018517537050001528,25.109633733828424,15.444787666189079,45.017978185508994,42.26744359269305,26.400000000000002,173.81765868527165,232.22758137782773,2.4000000000000004,164.28094423686687,688.7204837180522,0.00048422832820218094,30.101979083452772,64.37623829180829,32.88895803543864,397.5644383812329,795.9496557265347
2025-12-05 21:04:31.928,48.0,664.7102539418872,38.11349283275743,656.7567462857255,412.89317517187106,157.37416093550286,4.800000000000001,49.023216439224846,0.7755072445809907,0.4444100601077307,0.9985662357576983,94.86042775973507,0.0,24.10420542293404,1.2345392962492021,0.9777220341911209,113.067048488096,0.0,34.83485065875175,128.07625750625513,32.65260418281169,18.115275777080452,58.14811952469491,3.2,60.25621780148404,118.52531646053856,7.989344937428899,2918.497760829763,2509.664524377616,2008.1001345926645,569.3135790083821,684.5625349002241,888.3039001561109,36.084236947925454,20.419788631837665,7.721244401289612,0.05926489239636298,8.10912472737967,129.87792987638156,110.00834071963855,1.8810661603779126,4.452237543800411,8.8,20.568507263140006,74.37609425380734,0.008322998390718801,11.381542809735446,23.90803895144483,87.33819561438806,71.15494098240328,742.0432090116393,408.66186653817783,105.92223178177478,30.834958253954927,388.1361701519438,438.12716893266185,0.23709466041412822,39.54439013838477,20.730403849365683,23.808715915369326,152.85186745291972,857.4174698956109
2025-12-06 21:04:31.928,1403.1952314142882,340.6441337498792,145.39787000373207,1428.9953460975257,166.17942954030906,129.942104631669,98.27903820991857,3.2,0.7535932967012906,0.2672257252666922,1.2827765699033638,9.862023186895454,0.0,23.897176594772827,1.1905759407991263,1.0544618599245137,123.52086050183836,2.068088493377906,22.45219097648846,78.9970781062613,19.994320201147485,25.385262345647718,15.840090906602072,55.16756905685553,48.231186846094126,131.19712700454053,0.0,1418.5401099010303,4398.813911811596,192.0,8466.662359166363,1285.9193675919946,513.974325834721,34.99870572761702,25.063763120986064,20.414309004959822,0.08060395715321307,4.718488361161459,63.46590583767363,133.1181345074749,5.879852978048269,0.0,326.80025418687904,32.74286621505833,93.46353582133531,0.0,15.642971587577232,14.961287941433577,174.92723221790752,2.8265243956938706,526.8031287846932,300.1446938663464,148.613723834414,187.18218529346817,197.15332358884294,229.81450678861015,0.3002010481226273,17.663854016832698,25.636951175947914,27.761117372256518,8.8,881.7651408810792
